abyssal_blade | [s] None => 4511 | [h] None => 4ce61c10e0 | 2023-11-16 13:28:40 (UTC+3)
oakheart CN | [s] 2571 => 3405 | [h] e100118750 => 71702540d8 | 2024-05-23 03:32:45 (UTC+3)
oblivion_staff CN | [s] 2538 => 3372 | [h] f541051aa0 => a250a680d4 | 2024-05-23 03:32:45 (UTC+3)
occult_bracelet CN | [s] 3083 => 4061 | [h] ae7a7c1366 => cb34b52888 | 2024-05-23 03:32:45 (UTC+3)
ocean_heart CN | [s] 2582 => 3416 | [h] d13c9e46e4 => 3023393d9c | 2024-05-23 03:32:45 (UTC+3)
octarine_core CN | [s] 2930 => 3908 | [h] 8afca6a7cc => a080fa8f46 | 2024-05-23 03:32:45 (UTC+3)
ofrenda CN | [s] 2380 => 3070 | [h] 17fece6b7a => 583520905d | 2024-05-23 03:32:45 (UTC+3)
ofrenda_pledge CN | [s] 2779 => 3613 | [h] 168c011447 => 5a189e12f3 | 2024-05-23 03:32:45 (UTC+3)
ofrenda_shovel CN | [s] 2234 => 2852 | [h] bc144278cc => 891e6739ab | 2024-05-23 03:32:45 (UTC+3)
ogre_axe CN | [s] 2114 => 2804 | [h] 26d3c4ca36 => 857d006305 | 2024-05-23 03:32:45 (UTC+3)
ogre_seal_totem CN | [s] 3552 => 4818 | [h] c1438c6188 => 3ecc01d935 | 2024-05-23 03:32:45 (UTC+3)
orb_of_corrosion CN | [s] 3527 => 4649 | [h] f0d7bcbc4f => 94399b6de4 | 2024-05-23 03:32:45 (UTC+3)
orb_of_destruction CN | [s] 3025 => 3931 | [h] f89ed37a2b => 5718bdd09b | 2024-05-23 03:32:45 (UTC+3)
orb_of_venom CN | [s] 3248 => 4226 | [h] d4e90b4dcb => 9887a32fb8 | 2024-05-23 03:32:45 (UTC+3)
orchid CN | [s] 3328 => 4394 | [h] bca774f753 => aa676d6c37 | 2024-05-23 03:32:45 (UTC+3)
overflowing_elixir CN | [s] 2440 => 3274 | [h] 7cc4eb7f48 => 67fdb5def1 | 2024-05-23 03:32:45 (UTC+3)
paintball CN | [s] 2859 => 3693 | [h] e33e805d60 => 1f76f37619 | 2024-05-23 03:32:45 (UTC+3)
paladin_sword CN | [s] 3079 => 4057 | [h] d1cc924cd7 => 2cb23087fb | 2024-05-23 03:32:45 (UTC+3)
panic_button CN | [s] 2521 => 3355 | [h] 03848b2701 => 251ce2aeb5 | 2024-05-23 03:32:45 (UTC+3)
pavise CN | [s] 2867 => 3789 | [h] fe1640efbe => b7364c7a7d | 2024-05-23 03:32:45 (UTC+3)
penta_edged_sword CN | [s] 3226 => 4276 | [h] 837357ba4b => 4ff1be5ebd | 2024-05-23 03:32:45 (UTC+3)
pers CN | [s] 2254 => 3016 | [h] e330a6aebb => 2fcdbdd4c0 | 2024-05-23 03:32:45 (UTC+3)
phase_boots CN | [s] 4125 => 5535 | [h] 0062f09d68 => df7bf76750 | 2024-05-23 03:32:45 (UTC+3)
philosophers_stone CN | [s] 2535 => 3369 | [h] ca52cf3c1c => fdbc64b0fe | 2024-05-23 03:32:45 (UTC+3)
phoenix_ash CN | [s] 2320 => 3010 | [h] b6ab98eb94 => 112bd4c2a7 | 2024-05-23 03:32:45 (UTC+3)
phylactery CN | [s] 3037 => 4087 | [h] f3ecabd151 => d57fda48bc | 2024-05-23 03:32:45 (UTC+3)
pipe CN | [s] 4498 => 5980 | [h] 26b4743ef9 => 052f8640ed | 2024-05-23 03:32:45 (UTC+3)
pirate_hat CN | [s] 2525 => 3287 | [h] 1b4a0226bf => ba1f925450 | 2024-05-23 03:32:45 (UTC+3)
platemail CN | [s] 2137 => 2827 | [h] 659bdabc92 => 5fc44ae5b4 | 2024-05-23 03:32:45 (UTC+3)
pocket_roshan CN | [s] 2038 => 2728 | [h] 4d774a72cf => 2b271e6df0 | 2024-05-23 03:32:45 (UTC+3)
pocket_tower CN | [s] 1899 => 2517 | [h] c25699090c => fb45c0cfe0 | 2024-05-23 03:32:45 (UTC+3)
pogo_stick CN | [s] 2881 => 3787 | [h] 5654f5ef83 => 19cac33871 | 2024-05-23 03:32:45 (UTC+3)
point_booster CN | [s] 2320 => 3082 | [h] aafcd29cd7 => 1396015c7c | 2024-05-23 03:32:45 (UTC+3)
poor_mans_shield CN | [s] 3162 => 4140 | [h] 735b5f6373 => 39108767db | 2024-05-23 03:32:45 (UTC+3)
possessed_mask CN | [s] 2645 => 3407 | [h] ce65803753 => bc4cc54005 | 2024-05-23 03:32:45 (UTC+3)
power_treads CN | [s] 3434 => 4412 | [h] 6729b16a22 => f01fef1071 | 2024-05-23 03:32:45 (UTC+3)
princes_knife CN | [s] 2513 => 3347 | [h] f1ea2d2ffd => 65ab7c1f51 | 2024-05-23 03:32:45 (UTC+3)
psychic_headband CN | [s] 2765 => 3671 | [h] 861b41e761 => b97310cd11 | 2024-05-23 03:32:45 (UTC+3)
pupils_gift CN | [s] 2285 => 2975 | [h] 4e6cf6553d => b3c2a3487b | 2024-05-23 03:32:45 (UTC+3)
quarterstaff CN | [s] 2241 => 3003 | [h] 437788071e => 6aa2df487b | 2024-05-23 03:32:45 (UTC+3)
quelling_blade CN | [s] 2970 => 3736 | [h] 5859735a80 => 4b1250d087 | 2024-05-23 03:32:45 (UTC+3)
quickening_charm CN | [s] 2420 => 3182 | [h] 5f8950cf76 => a05d98770e | 2024-05-23 03:32:45 (UTC+3)
quicksilver_amulet CN | [s] 3142 => 4192 | [h] 4a24d21b69 => 30aace17e1 | 2024-05-23 03:32:45 (UTC+3)
radiance CN | [s] 3662 => 4852 | [h] 94525df384 => 782c164616 | 2024-05-23 03:32:45 (UTC+3)
rapier CN | [s] 3296 => 4130 | [h] c836995b42 => 6c520e8424 | 2024-05-23 03:32:45 (UTC+3)
rattlecage CN | [s] 3635 => 4901 | [h] 127d917c01 => adb61407b5 | 2024-05-23 03:32:45 (UTC+3)
reaver CN | [s] 2106 => 2796 | [h] c3e6ed6465 => 1c951f9688 | 2024-05-23 03:32:45 (UTC+3)
recipe_abyssal_blade CN | [s] 1926 => 2544 | [h] d8b920ee32 => 8033ae1c42 | 2024-05-23 03:32:45 (UTC+3)
recipe_aeon_disk CN | [s] 1922 => 2540 | [h] c7e8d2a6fa => 9288ed0156 | 2024-05-23 03:32:45 (UTC+3)
recipe_aether_lens CN | [s] 1923 => 2541 | [h] fa0de3f03a => 6fbb7679b6 | 2024-05-23 03:32:45 (UTC+3)
recipe_ancient_janggo CN | [s] 1914 => 2532 | [h] 6fb783f702 => e3aaada980 | 2024-05-23 03:32:45 (UTC+3)
recipe_angels_demise CN | [s] 1914 => 2532 | [h] 6766627400 => 547aaf6692 | 2024-05-23 03:32:45 (UTC+3)
recipe_arcane_boots CN | [s] 1918 => 2536 | [h] e498dcbf15 => 50fbaada40 | 2024-05-23 03:32:45 (UTC+3)
recipe_armlet CN | [s] 1942 => 2560 | [h] a396bbde15 => 010491afaf | 2024-05-23 03:32:45 (UTC+3)
recipe_assault CN | [s] 1920 => 2538 | [h] 51aea9e571 => 7b1a308444 | 2024-05-23 03:32:45 (UTC+3)
recipe_basher CN | [s] 1912 => 2530 | [h] fff436b6f4 => 2e87ee59f4 | 2024-05-23 03:32:45 (UTC+3)
recipe_bfury CN | [s] 1911 => 2529 | [h] 89751f61a8 => 48bf569cd2 | 2024-05-23 03:32:45 (UTC+3)
recipe_black_king_bar CN | [s] 1921 => 2539 | [h] aebc31c997 => 1ded4eaddc | 2024-05-23 03:32:45 (UTC+3)
recipe_blade_mail CN | [s] 1910 => 2528 | [h] a434486631 => 008f58d7e7 | 2024-05-23 03:32:45 (UTC+3)
recipe_bloodstone CN | [s] 1914 => 2532 | [h] da73aad5e7 => 6288896ad9 | 2024-05-23 03:32:45 (UTC+3)
recipe_bloodthorn CN | [s] 1910 => 2528 | [h] f561dc2599 => ba24583596 | 2024-05-23 03:32:45 (UTC+3)
recipe_boots_of_bearing CN | [s] 1929 => 2547 | [h] d6f33dc924 => 7ba0942d6d | 2024-05-23 03:32:45 (UTC+3)
recipe_bracer CN | [s] 1905 => 2523 | [h] bfc55b04a5 => 348e714951 | 2024-05-23 03:32:45 (UTC+3)
recipe_buckler CN | [s] 1918 => 2536 | [h] 36a816b1aa => a93c9416c9 | 2024-05-23 03:32:45 (UTC+3)
recipe_butterfly CN | [s] 1871 => 2489 | [h] b72a205af7 => b3c8e1ecb0 | 2024-05-23 03:32:45 (UTC+3)
recipe_crimson_guard CN | [s] 1920 => 2538 | [h] a07b633662 => 164aadf396 | 2024-05-23 03:32:45 (UTC+3)
recipe_cyclone CN | [s] 1927 => 2545 | [h] 74f4fe5490 => d4196a9c77 | 2024-05-23 03:32:45 (UTC+3)
recipe_dagon CN | [s] 1924 => 2542 | [h] aa34c21d67 => b2876368fa | 2024-05-23 03:32:45 (UTC+3)
recipe_dagon_2 CN | [s] 1869 => 2487 | [h] 2dba4b5b51 => 89d52ac0fc | 2024-05-23 03:32:45 (UTC+3)
recipe_dagon_3 CN | [s] 1869 => 2487 | [h] dab5bc83a4 => f3a49202fe | 2024-05-23 03:32:45 (UTC+3)
recipe_dagon_4 CN | [s] 1869 => 2487 | [h] 9afcce7207 => 7f25135306 | 2024-05-23 03:32:45 (UTC+3)
recipe_dagon_5 CN | [s] 1869 => 2487 | [h] 779433a332 => 77a57802a5 | 2024-05-23 03:32:45 (UTC+3)
recipe_desolator CN | [s] 1871 => 2489 | [h] 64243e9abc => 8ba7848ed6 | 2024-05-23 03:32:45 (UTC+3)
recipe_devastator CN | [s] 1911 => 2529 | [h] 4a8169cfb1 => c431ffd4b9 | 2024-05-23 03:32:45 (UTC+3)
recipe_diffusal_blade CN | [s] 1927 => 2545 | [h] f7e2105c3f => 84e94b8f38 | 2024-05-23 03:32:45 (UTC+3)
recipe_disperser CN | [s] 1916 => 2534 | [h] 6ff114f795 => ce31f1b033 | 2024-05-23 03:32:45 (UTC+3)
recipe_dragon_lance CN | [s] 1918 => 2536 | [h] 90e55cf007 => 494f123ad4 | 2024-05-23 03:32:45 (UTC+3)
recipe_echo_sabre CN | [s] 1872 => 2490 | [h] 336af7727d => fdf96bfdfb | 2024-05-23 03:32:45 (UTC+3)
recipe_eternal_shroud CN | [s] 1926 => 2544 | [h] b47826a28c => fce9f96999 | 2024-05-23 03:32:45 (UTC+3)
recipe_ethereal_blade CN | [s] 1927 => 2545 | [h] 48e44b3a63 => 0135752e24 | 2024-05-23 03:32:45 (UTC+3)
recipe_falcon_blade CN | [s] 1924 => 2542 | [h] fd7e2dbf93 => cbcfdeedde | 2024-05-23 03:32:45 (UTC+3)
recipe_fallen_sky CN | [s] 1908 => 2526 | [h] c4908728ea => 71490b86fa | 2024-05-23 03:32:45 (UTC+3)
recipe_force_staff CN | [s] 1923 => 2541 | [h] a51dde58c5 => bc1159776e | 2024-05-23 03:32:45 (UTC+3)
recipe_glimmer_cape CN | [s] 1924 => 2542 | [h] 6ca25585b9 => a18b04fad8 | 2024-05-23 03:32:45 (UTC+3)
recipe_grandmasters_glaive CN | [s] 1881 => 2499 | [h] 307e50f488 => 2b7760487a | 2024-05-23 03:32:45 (UTC+3)
recipe_great_famango CN | [s] 1876 => 2494 | [h] 559fa64920 => acff6c35a0 | 2024-05-23 03:32:45 (UTC+3)
recipe_greater_crit CN | [s] 1936 => 2554 | [h] 191d7fa1b3 => 1a9d556c01 | 2024-05-23 03:32:45 (UTC+3)
recipe_greater_famango CN | [s] 1878 => 2496 | [h] 4e4d3b7e99 => 70af2654fd | 2024-05-23 03:32:45 (UTC+3)
recipe_guardian_greaves CN | [s] 1929 => 2547 | [h] 0eb76c4da9 => 05c3c62e37 | 2024-05-23 03:32:45 (UTC+3)
recipe_gungir CN | [s] 1913 => 2531 | [h] 529b0f8078 => 3bb89565bf | 2024-05-23 03:32:45 (UTC+3)
recipe_hand_of_midas CN | [s] 1931 => 2549 | [h] fc1e2082ce => 3a55e3083b | 2024-05-23 03:32:45 (UTC+3)
recipe_harpoon CN | [s] 1909 => 2527 | [h] 1b5e106f18 => 07bd5ac962 | 2024-05-23 03:32:45 (UTC+3)
recipe_headdress CN | [s] 1920 => 2538 | [h] b170eae325 => 00429c7d83 | 2024-05-23 03:32:45 (UTC+3)
recipe_heart CN | [s] 1917 => 2535 | [h] 1c8ed9d0cf => 860bcd5ba4 | 2024-05-23 03:32:45 (UTC+3)
recipe_heavens_halberd CN | [s] 1927 => 2545 | [h] 62b0f4b5e2 => 97d0b81e2b | 2024-05-23 03:32:45 (UTC+3)
recipe_helm_of_the_dominator CN | [s] 1933 => 2551 | [h] b4152031b7 => f0a77e7a57 | 2024-05-23 03:32:45 (UTC+3)
recipe_helm_of_the_overlord CN | [s] 1932 => 2550 | [h] 7b132c46f2 => f758fc54c0 | 2024-05-23 03:32:45 (UTC+3)
recipe_hermes_sandals CN | [s] 1939 => 2557 | [h] dbf9e1ef4a => 80283caca7 | 2024-05-23 03:32:45 (UTC+3)
recipe_holy_locket CN | [s] 1923 => 2541 | [h] 5eedfb23ae => ad5fcf4802 | 2024-05-23 03:32:45 (UTC+3)
recipe_hood_of_defiance CN | [s] 1878 => 2496 | [h] 3a7475ad14 => f89eeb5adf | 2024-05-23 03:32:45 (UTC+3)
recipe_hurricane_pike CN | [s] 1926 => 2544 | [h] cd4b4c1a69 => 0cba608cfb | 2024-05-23 03:32:45 (UTC+3)
recipe_invis_sword CN | [s] 1873 => 2491 | [h] e93b7492fe => d71bc83dd5 | 2024-05-23 03:32:45 (UTC+3)
recipe_iron_talon CN | [s] 1920 => 2538 | [h] ec5634e186 => ceadff0279 | 2024-05-23 03:32:45 (UTC+3)
recipe_ironwood_tree CN | [s] 1923 => 2541 | [h] abf63b5bca => f1e0d9b802 | 2024-05-23 03:32:45 (UTC+3)
recipe_kaya CN | [s] 1904 => 2522 | [h] 81fbd33c61 => 74f37597c0 | 2024-05-23 03:32:45 (UTC+3)
recipe_kaya_and_sange CN | [s] 1924 => 2542 | [h] 4d640023d5 => a359072d2e | 2024-05-23 03:32:45 (UTC+3)
recipe_lesser_crit CN | [s] 1917 => 2535 | [h] 6c18172fa1 => 1cbefe4d88 | 2024-05-23 03:32:45 (UTC+3)
recipe_lotus_orb CN | [s] 1921 => 2539 | [h] d7fe6d8f8f => 7a220951c4 | 2024-05-23 03:32:45 (UTC+3)
recipe_lunar_crest CN | [s] 1924 => 2542 | [h] bc113f2e82 => 3acddd6b43 | 2024-05-23 03:32:45 (UTC+3)
recipe_maelstrom CN | [s] 1907 => 2525 | [h] 16240594da => 8b1bb9109f | 2024-05-23 03:32:45 (UTC+3)
recipe_mage_slayer CN | [s] 1923 => 2541 | [h] ded0b7c826 => 17df276c92 | 2024-05-23 03:32:45 (UTC+3)
recipe_magic_wand CN | [s] 1909 => 2527 | [h] 658f9f620e => 99277fae9e | 2024-05-23 03:32:45 (UTC+3)
recipe_manta CN | [s] 1912 => 2530 | [h] a2be3b2cb4 => 3638c6cd0d | 2024-05-23 03:32:45 (UTC+3)
recipe_mask_of_madness CN | [s] 1925 => 2543 | [h] 196f09979f => 319a0b640a | 2024-05-23 03:32:45 (UTC+3)
recipe_medallion_of_courage CN | [s] 1882 => 2500 | [h] 6eb5a2a590 => 0490285c46 | 2024-05-23 03:32:45 (UTC+3)
recipe_mekansm CN | [s] 1918 => 2536 | [h] 951581a7e1 => 445e158bfd | 2024-05-23 03:32:45 (UTC+3)
recipe_meteor_hammer CN | [s] 1919 => 2537 | [h] d9eb45720a => 093b9b5ed8 | 2024-05-23 03:32:45 (UTC+3)
recipe_mjollnir CN | [s] 1920 => 2538 | [h] f798dd0cb6 => d0a17eb3f9 | 2024-05-23 03:32:45 (UTC+3)
recipe_monkey_king_bar CN | [s] 1921 => 2539 | [h] 70c20648eb => 2699fa77c9 | 2024-05-23 03:32:45 (UTC+3)
recipe_moon_shard CN | [s] 1872 => 2490 | [h] bfceba60c3 => da7e3a4398 | 2024-05-23 03:32:45 (UTC+3)
recipe_necronomicon CN | [s] 1919 => 2537 | [h] 7cd5cfa118 => 3fe2cd9383 | 2024-05-23 03:32:45 (UTC+3)
recipe_necronomicon_2 CN | [s] 1876 => 2494 | [h] ef52950e25 => 50f8f89a65 | 2024-05-23 03:32:45 (UTC+3)
recipe_necronomicon_3 CN | [s] 1876 => 2494 | [h] bf67d121cf => 27ed488ea2 | 2024-05-23 03:32:45 (UTC+3)
recipe_null_talisman CN | [s] 1924 => 2542 | [h] 91b91dfe76 => 6eb14543ab | 2024-05-23 03:32:45 (UTC+3)
recipe_nullifier CN | [s] 1919 => 2537 | [h] 4d377cf1d7 => fe255cda9d | 2024-05-23 03:32:45 (UTC+3)
recipe_oblivion_staff CN | [s] 1875 => 2493 | [h] 1da12fcc02 => c75f80c5af | 2024-05-23 03:32:45 (UTC+3)
recipe_octarine_core CN | [s] 1917 => 2535 | [h] be0eb410c6 => 2e6942a714 | 2024-05-23 03:32:45 (UTC+3)
recipe_orb_of_corrosion CN | [s] 1926 => 2544 | [h] 8ed444a4e7 => 2a1668f0b5 | 2024-05-23 03:32:45 (UTC+3)
recipe_orchid CN | [s] 1905 => 2523 | [h] 200c3da470 => ba16c90368 | 2024-05-23 03:32:45 (UTC+3)
recipe_pavise CN | [s] 1907 => 2525 | [h] 4dfcab1340 => d8c16b408a | 2024-05-23 03:32:45 (UTC+3)
recipe_pers CN | [s] 1865 => 2483 | [h] d3c78aef74 => 385b8b3322 | 2024-05-23 03:32:45 (UTC+3)
recipe_phase_boots CN | [s] 1872 => 2490 | [h] 76fe860459 => 0e7c83a431 | 2024-05-23 03:32:45 (UTC+3)
recipe_phylactery CN | [s] 1911 => 2529 | [h] f77bdcd083 => 808ae0293b | 2024-05-23 03:32:45 (UTC+3)
recipe_pipe CN | [s] 1915 => 2533 | [h] bf52c66795 => a03185bf18 | 2024-05-23 03:32:45 (UTC+3)
recipe_poor_mans_shield CN | [s] 1877 => 2495 | [h] e6f3cc6a9e => bdc19e8ea9 | 2024-05-23 03:32:45 (UTC+3)
recipe_power_treads CN | [s] 1873 => 2491 | [h] 6f8bdff16a => 51adb0d524 | 2024-05-23 03:32:45 (UTC+3)
recipe_radiance CN | [s] 1906 => 2524 | [h] c1c03da061 => 1196178b00 | 2024-05-23 03:32:45 (UTC+3)
recipe_rapier CN | [s] 1868 => 2486 | [h] 45f0eb05bd => e6991ffa98 | 2024-05-23 03:32:45 (UTC+3)
recipe_refresher CN | [s] 1915 => 2533 | [h] fbf1aaaa4e => 7632f5e1e8 | 2024-05-23 03:32:45 (UTC+3)
recipe_revenants_brooch CN | [s] 1928 => 2546 | [h] afb7f3a015 => 9f5ec23a6e | 2024-05-23 03:32:45 (UTC+3)
recipe_ring_of_aquila CN | [s] 1876 => 2494 | [h] 2c387dcca3 => 9b37c44483 | 2024-05-23 03:32:45 (UTC+3)
recipe_ring_of_basilius CN | [s] 1927 => 2545 | [h] 61838c14c7 => 48279899e9 | 2024-05-23 03:32:45 (UTC+3)
recipe_rod_of_atos CN | [s] 1929 => 2547 | [h] 08fbdb360f => 13bd92dd00 | 2024-05-23 03:32:45 (UTC+3)
recipe_samurai_tabi CN | [s] 1926 => 2544 | [h] 707906c04b => 07d1c03a8c | 2024-05-23 03:32:45 (UTC+3)
recipe_sange CN | [s] 1905 => 2523 | [h] c50662a132 => 4d157cc921 | 2024-05-23 03:32:45 (UTC+3)
recipe_sange_and_yasha CN | [s] 1877 => 2495 | [h] bff617f118 => 687bc933c3 | 2024-05-23 03:32:45 (UTC+3)
recipe_satanic CN | [s] 1923 => 2541 | [h] d6747c41bc => 078de97139 | 2024-05-23 03:32:45 (UTC+3)
recipe_sheepstick CN | [s] 1921 => 2539 | [h] bd47e26add => 388d959004 | 2024-05-23 03:32:45 (UTC+3)
recipe_shivas_guard CN | [s] 1931 => 2549 | [h] d5a0feafec => f18381b2fc | 2024-05-23 03:32:45 (UTC+3)
recipe_silver_edge CN | [s] 1923 => 2541 | [h] 70632ef0a2 => 66f4746d26 | 2024-05-23 03:32:45 (UTC+3)
recipe_skadi CN | [s] 1924 => 2542 | [h] 67d09f04fb => 335f47ea70 | 2024-05-23 03:32:45 (UTC+3)
recipe_solar_crest CN | [s] 1923 => 2541 | [h] 02be7176e9 => 409c9f9405 | 2024-05-23 03:32:45 (UTC+3)
recipe_soul_booster CN | [s] 1874 => 2492 | [h] 94f54558d9 => 945f337419 | 2024-05-23 03:32:45 (UTC+3)
recipe_soul_ring CN | [s] 1921 => 2539 | [h] 18e49b5f43 => 372d7381c6 | 2024-05-23 03:32:45 (UTC+3)
recipe_sphere CN | [s] 1918 => 2536 | [h] 2b51adac51 => 3a3151e71d | 2024-05-23 03:32:45 (UTC+3)
recipe_spirit_vessel CN | [s] 1926 => 2544 | [h] 3cb9f1d649 => a485685113 | 2024-05-23 03:32:45 (UTC+3)
recipe_tranquil_boots CN | [s] 1924 => 2542 | [h] 880f52dc9f => 60c31c865d | 2024-05-23 03:32:45 (UTC+3)
recipe_travel_boots CN | [s] 1918 => 2536 | [h] df42bf35f9 => 9355caf8ee | 2024-05-23 03:32:45 (UTC+3)
recipe_travel_boots_2 CN | [s] 1876 => 2494 | [h] b4fd99c24d => 8e3d92ac08 | 2024-05-23 03:32:45 (UTC+3)
recipe_trident CN | [s] 1917 => 2535 | [h] 6baf5dc03e => a98e51d767 | 2024-05-23 03:32:45 (UTC+3)
recipe_ultimate_scepter CN | [s] 1878 => 2496 | [h] f786dc65f5 => 907d27eb1f | 2024-05-23 03:32:45 (UTC+3)
recipe_ultimate_scepter_2 CN | [s] 1919 => 2537 | [h] a161498e2d => 38fe5da607 | 2024-05-23 03:32:45 (UTC+3)
recipe_urn_of_shadows CN | [s] 1925 => 2543 | [h] 5bfece4cf8 => 62689cbfe8 | 2024-05-23 03:32:45 (UTC+3)
recipe_vanguard CN | [s] 1870 => 2488 | [h] 60bdf2ad2c => 3d74ac029a | 2024-05-23 03:32:45 (UTC+3)
recipe_veil_of_discord CN | [s] 1927 => 2545 | [h] 4795915b0a => 2547659477 | 2024-05-23 03:32:45 (UTC+3)
recipe_vladmir CN | [s] 1940 => 2558 | [h] 7dffd7c60d => ef3debeea7 | 2024-05-23 03:32:45 (UTC+3)
recipe_ward_dispenser CN | [s] 1876 => 2494 | [h] 43d699d0b5 => 635e064736 | 2024-05-23 03:32:45 (UTC+3)
recipe_wind_waker CN | [s] 1917 => 2535 | [h] ca705b9381 => caff0cbc79 | 2024-05-23 03:32:45 (UTC+3)
recipe_witch_blade CN | [s] 1923 => 2541 | [h] d539a95473 => 78b35989d7 | 2024-05-23 03:32:45 (UTC+3)
recipe_witches_switch CN | [s] 1927 => 2545 | [h] 97f1b5565d => 697b70ed57 | 2024-05-23 03:32:45 (UTC+3)
recipe_wraith_band CN | [s] 1922 => 2540 | [h] df5c22f61e => dc72029771 | 2024-05-23 03:32:45 (UTC+3)
recipe_wraith_pact CN | [s] 1923 => 2541 | [h] 85d4f6482a => 0823530ad0 | 2024-05-23 03:32:45 (UTC+3)
recipe_yasha CN | [s] 1905 => 2523 | [h] 6474f503ea => f26011c1da | 2024-05-23 03:32:45 (UTC+3)
recipe_yasha_and_kaya CN | [s] 1924 => 2542 | [h] 447f108b6b => 11da50a3d6 | 2024-05-23 03:32:45 (UTC+3)
refresher CN | [s] 3098 => 3932 | [h] eb1a8afb59 => b59a9de9e9 | 2024-05-23 03:32:45 (UTC+3)
refresher_shard CN | [s] 2907 => 3741 | [h] beb603fc7e => ec7b19f7bb | 2024-05-23 03:32:45 (UTC+3)
relic CN | [s] 2124 => 2814 | [h] fe53de7141 => d9f4226600 | 2024-05-23 03:32:45 (UTC+3)
repair_kit CN | [s] 2758 => 3608 | [h] 96d579bd7e => befc10addf | 2024-05-23 03:32:45 (UTC+3)
revenants_brooch CN | [s] 2857 => 3691 | [h] f588b86c1e => 99ee0977d3 | 2024-05-23 03:32:45 (UTC+3)
ring_of_aquila CN | [s] 3476 => 4598 | [h] f4b0885cbf => 20f2d32e7a | 2024-05-23 03:32:45 (UTC+3)
ring_of_basilius CN | [s] 2632 => 3466 | [h] 5d5900f3da => e6dd7ceb6a | 2024-05-23 03:32:45 (UTC+3)
ring_of_health CN | [s] 2219 => 2909 | [h] ad922852e7 => 81921b44c0 | 2024-05-23 03:32:45 (UTC+3)
ring_of_protection CN | [s] 2109 => 2799 | [h] ffd79ce886 => 65251281cf | 2024-05-23 03:32:45 (UTC+3)
ring_of_regen CN | [s] 2147 => 2837 | [h] c7a6b1d1ad => 7444c418e5 | 2024-05-23 03:32:45 (UTC+3)
ring_of_tarrasque CN | [s] 2313 => 3003 | [h] 5ba90b5dae => 420d28d469 | 2024-05-23 03:32:45 (UTC+3)
river_painter CN | [s] 3157 => 3847 | [h] ca177baf22 => a6e5fcc1da | 2024-05-23 03:32:45 (UTC+3)
river_painter2 CN | [s] 3134 => 3824 | [h] f2476b1d48 => 4bcdd70f01 | 2024-05-23 03:32:45 (UTC+3)
river_painter3 CN | [s] 3170 => 3860 | [h] 2ab37a769a => 4f962d43c3 | 2024-05-23 03:32:45 (UTC+3)
river_painter4 CN | [s] 3146 => 3836 | [h] 5128e7f609 => 225896c0f5 | 2024-05-23 03:32:45 (UTC+3)
river_painter5 CN | [s] 3134 => 3824 | [h] 35fbd8b374 => 2e1c072044 | 2024-05-23 03:32:45 (UTC+3)
river_painter6 CN | [s] 3194 => 3884 | [h] 80564da471 => df74fa27ad | 2024-05-23 03:32:45 (UTC+3)
river_painter7 CN | [s] 3152 => 3842 | [h] 2d171245e1 => 0617637367 | 2024-05-23 03:32:45 (UTC+3)
robe CN | [s] 2175 => 2865 | [h] 3ad991888f => a5fc6589fe | 2024-05-23 03:32:45 (UTC+3)
rod_of_atos CN | [s] 2648 => 3426 | [h] 45a87e9072 => 3a5fe29db2 | 2024-05-23 03:32:45 (UTC+3)
roshans_banner CN | [s] 3314 => 4374 | [h] dc791e2769 => 0f1f217897 | 2024-05-23 03:32:45 (UTC+3)
royal_jelly CN | [s] 3820 => 4942 | [h] cb29950d63 => 8c382914ae | 2024-05-23 03:32:45 (UTC+3)
royale_with_cheese CN | [s] 2528 => 3362 | [h] 893461b6ab => 0e02e1b585 | 2024-05-23 03:32:45 (UTC+3)
safety_bubble CN | [s] 2678 => 3512 | [h] e0d9ff7fdc => 78a0f58d43 | 2024-05-23 03:32:45 (UTC+3)
sample_picker CN | [s] 2298 => 3132 | [h] 15081a24cb => 1d8e7870cb | 2024-05-23 03:32:45 (UTC+3)
samurai_tabi CN | [s] 5186 => 6884 | [h] 0d2aecef9b => e597f86775 | 2024-05-23 03:32:45 (UTC+3)
sange CN | [s] 2523 => 3355 | [h] 6e0c082279 => 1d30a47aec | 2024-05-23 03:32:45 (UTC+3)
sange_and_yasha CN | [s] 3200 => 4483 | [h] 6a6dadefae => 6af4647d48 | 2024-05-23 03:32:45 (UTC+3)
satanic CN | [s] 3643 => 4765 | [h] 267de2f541 => f1e4e90d72 | 2024-05-23 03:32:45 (UTC+3)
satchel CN | [s] 2215 => 2977 | [h] 4dcdbe4b09 => 7c7da74027 | 2024-05-23 03:32:45 (UTC+3)
seeds_of_serenity CN | [s] 3024 => 4002 | [h] 072709d8ff => fbe7e1314d | 2024-05-23 03:32:45 (UTC+3)
seer_stone CN | [s] 2894 => 3874 | [h] 84225ec4c2 => 4d1069b948 | 2024-05-23 03:32:45 (UTC+3)
shadow_amulet CN | [s] 2851 => 3539 | [h] 7c27d65df2 => a1ea8e3c42 | 2024-05-23 03:32:45 (UTC+3)
sheepstick CN | [s] 3443 => 4365 | [h] c820ec6549 => 4add1a44f3 | 2024-05-23 03:32:45 (UTC+3)
